# Automatically generated
# duptype id depth size device inode priority name
DUPTYPE_WITHIN_SAME_TREE -4699 4 7930 63 8711948 5 /openedx/staticfiles/studio/js/i18n/hu/djangojs.d4f902ef1cc8.js
DUPTYPE_FIRST_OCCURRENCE 5059 3 7934 63 9095519 5 /openedx/staticfiles/js/vendor/timepicker/jquery.timepicker.min.27e15f7ef969.js
DUPTYPE_WITHIN_SAME_TREE -5059 4 7934 63 6468376 5 /openedx/staticfiles/studio/js/vendor/timepicker/jquery.timepicker.min.27e15f7ef969.js
DUPTYPE_WITHIN_SAME_TREE -5059 4 7934 63 6466272 5 /openedx/staticfiles/studio/js/vendor/timepicker/jquery.timepicker.min.js
DUPTYPE_WITHIN_SAME_TREE -5059 3 7934 63 9093765 5 /openedx/staticfiles/js/vendor/timepicker/jquery.timepicker.min.js
DUPTYPE_FIRST_OCCURRENCE 4663 3 7935 63 8718963 5 /openedx/staticfiles/js/i18n/es-ar/djangojs.774dad17e35b.js
DUPTYPE_WITHIN_SAME_TREE -4663 4 7935 63 8710210 5 /openedx/staticfiles/studio/js/i18n/es-ar/djangojs.js
DUPTYPE_WITHIN_SAME_TREE -4663 3 7935 63 8705937 5 /openedx/staticfiles/js/i18n/es-ar/djangojs.js
DUPTYPE_WITHIN_SAME_TREE -4663 4 7935 63 8711968 5 /openedx/staticfiles/studio/js/i18n/es-ar/djangojs.774dad17e35b.js
DUPTYPE_FIRST_OCCURRENCE 6305 3 7935 63 6603784 5 /openedx/staticfiles/support/jsx/program_enrollments/inspector.88d11f8c7e81.jsx
DUPTYPE_WITHIN_SAME_TREE -6305 3 7935 63 6602684 5 /openedx/staticfiles/support/jsx/program_enrollments/inspector.jsx
DUPTYPE_FIRST_OCCURRENCE 2923 2 7937 63 8712538 5 /openedx/staticfiles/studio/images/preview-lms-staticpages.e3f2e75bacb2.png
DUPTYPE_WITHIN_SAME_TREE -2923 2 7937 63 8709936 5 /openedx/staticfiles/studio/images/preview-lms-staticpages.png
DUPTYPE_FIRST_OCCURRENCE 14450 6 7968 63 8716288 5 /openedx/staticfiles/xblock/resources/google_drive/translations/eo/LC_MESSAGES/text.802c3155db7e.po
DUPTYPE_WITHIN_SAME_TREE -14450 6 7968 63 8708040 5 /openedx/staticfiles/xblock/resources/google_drive/translations/eo/LC_MESSAGES/text.po
DUPTYPE_WITHIN_SAME_TREE -14450 7 7968 63 8711209 5 /openedx/staticfiles/studio/xblock/resources/google_drive/translations/eo/LC_MESSAGES/text.802c3155db7e.po
DUPTYPE_WITHIN_SAME_TREE -14450 7 7968 63 8710981 5 /openedx/staticfiles/studio/xblock/resources/google_drive/translations/eo/LC_MESSAGES/text.po
DUPTYPE_FIRST_OCCURRENCE 6423 3 7983 63 5421997 5 /openedx/staticfiles/templates/instructor/instructor_dashboard_2/instructor_dashboard_2.1c58661e4a33.html
DUPTYPE_WITHIN_SAME_TREE -6423 3 7983 63 5419866 5 /openedx/staticfiles/templates/instructor/instructor_dashboard_2/instructor_dashboard_2.html
DUPTYPE_FIRST_OCCURRENCE 10241 5 8008 63 9095431 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/tinymce.jquery.dev.275a01b368a5.js
DUPTYPE_WITHIN_SAME_TREE -10241 5 8008 63 9092388 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/tinymce.jquery.dev.js
DUPTYPE_WITHIN_SAME_TREE -10241 6 8008 63 8973969 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/tinymce.jquery.dev.275a01b368a5.js
DUPTYPE_WITHIN_SAME_TREE -10241 6 8008 63 8970832 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/tinymce.jquery.dev.js
DUPTYPE_FIRST_OCCURRENCE 1351 1 8038 63 5422377 5 /openedx/staticfiles/templates/signup_modal.f9a6605ac1ac.html
DUPTYPE_WITHIN_SAME_TREE -1351 1 8038 63 5419474 5 /openedx/staticfiles/templates/signup_modal.html
DUPTYPE_FIRST_OCCURRENCE 10236 5 8051 63 9095427 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/tinymce.dev.d9b24f48212c.js
DUPTYPE_WITHIN_SAME_TREE -10236 6 8051 63 8973965 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/tinymce.dev.d9b24f48212c.js
DUPTYPE_WITHIN_SAME_TREE -10236 5 8051 63 9092384 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/tinymce.dev.js
DUPTYPE_WITHIN_SAME_TREE -10236 6 8051 63 8970828 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/tinymce.dev.js
DUPTYPE_FIRST_OCCURRENCE 12065 5 8056 63 2806465 5 /openedx/staticfiles/xblock/resources/edx_sga/templates/staff_graded_assignment/show.3fc67e6b33d2.html
DUPTYPE_WITHIN_SAME_TREE -12065 6 8056 63 9094303 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/templates/staff_graded_assignment/show.3fc67e6b33d2.html
DUPTYPE_WITHIN_SAME_TREE -12065 6 8056 63 9094189 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/templates/staff_graded_assignment/show.html
DUPTYPE_WITHIN_SAME_TREE -12065 5 8056 63 2805979 5 /openedx/staticfiles/xblock/resources/edx_sga/templates/staff_graded_assignment/show.html
DUPTYPE_FIRST_OCCURRENCE 16215 8 8079 63 5421768 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/src/InputSelect/index.jsx.89f8f137db95.html
DUPTYPE_WITHIN_SAME_TREE -16215 8 8079 63 5419952 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/src/InputSelect/index.jsx.html
DUPTYPE_FIRST_OCCURRENCE 10289 5 8079 63 9727885 5 /openedx/staticfiles/paragon/coverage/lcov-report/src/InputSelect/index.jsx.f4d8b7fd175e.html
DUPTYPE_WITHIN_SAME_TREE -10289 5 8079 63 9727484 5 /openedx/staticfiles/paragon/coverage/lcov-report/src/InputSelect/index.jsx.html
DUPTYPE_FIRST_OCCURRENCE 5319 3 8086 63 8719286 5 /openedx/staticfiles/proctoring/js/views/proctored_exam_info.5e6d94b97c94.js
DUPTYPE_WITHIN_SAME_TREE -5319 4 8086 63 9727521 5 /openedx/staticfiles/studio/proctoring/js/views/proctored_exam_info.js
DUPTYPE_WITHIN_SAME_TREE -5319 3 8086 63 8707765 5 /openedx/staticfiles/proctoring/js/views/proctored_exam_info.js
DUPTYPE_WITHIN_SAME_TREE -5319 4 8086 63 9727924 5 /openedx/staticfiles/studio/proctoring/js/views/proctored_exam_info.5e6d94b97c94.js
DUPTYPE_FIRST_OCCURRENCE 16146 8 8104 63 9095130 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/skins/studio-tmce4/fonts/icomoon.31986293cace.ttf
DUPTYPE_WITHIN_SAME_TREE -16146 9 8104 63 8973803 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/skins/studio-tmce4/fonts/icomoon.31986293cace.ttf
DUPTYPE_WITHIN_SAME_TREE -16146 9 8104 63 8971579 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/skins/studio-tmce4/fonts/icomoon.ttf
DUPTYPE_WITHIN_SAME_TREE -16146 8 8104 63 9092511 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/skins/studio-tmce4/fonts/icomoon.ttf
DUPTYPE_FIRST_OCCURRENCE 10043 5 8131 63 8717497 5 /openedx/staticfiles/js/vendor/pdfjs/locale/bn-BD/viewer.1d5074ba5cd4.properties
DUPTYPE_WITHIN_SAME_TREE -10043 6 8131 63 4124533 5 /openedx/staticfiles/studio/js/vendor/pdfjs/locale/bn-BD/viewer.properties
DUPTYPE_WITHIN_SAME_TREE -10043 6 8131 63 4125039 5 /openedx/staticfiles/studio/js/vendor/pdfjs/locale/bn-BD/viewer.1d5074ba5cd4.properties
DUPTYPE_WITHIN_SAME_TREE -10043 5 8131 63 8705588 5 /openedx/staticfiles/js/vendor/pdfjs/locale/bn-BD/viewer.properties
DUPTYPE_FIRST_OCCURRENCE 4363 3 8145 63 9095572 5 /openedx/staticfiles/js/capa/drag_and_drop/scroller.78d8135a152e.js
DUPTYPE_WITHIN_SAME_TREE -4363 4 8145 63 8709648 5 /openedx/staticfiles/studio/js/capa/drag_and_drop/scroller.js
DUPTYPE_WITHIN_SAME_TREE -4363 3 8145 63 9093964 5 /openedx/staticfiles/js/capa/drag_and_drop/scroller.js
DUPTYPE_WITHIN_SAME_TREE -4363 4 8145 63 8711848 5 /openedx/staticfiles/studio/js/capa/drag_and_drop/scroller.78d8135a152e.js
DUPTYPE_FIRST_OCCURRENCE 14533 6 8151 63 8716214 5 /openedx/staticfiles/xblock/resources/openedxscorm/static/js/src/scormxblock.40bfb2015f4b.js
DUPTYPE_WITHIN_SAME_TREE -14533 7 8151 63 8711083 5 /openedx/staticfiles/studio/xblock/resources/openedxscorm/static/js/src/scormxblock.40bfb2015f4b.js
DUPTYPE_WITHIN_SAME_TREE -14533 6 8151 63 8707875 5 /openedx/staticfiles/xblock/resources/openedxscorm/static/js/src/scormxblock.js
DUPTYPE_WITHIN_SAME_TREE -14533 7 8151 63 8710582 5 /openedx/staticfiles/studio/xblock/resources/openedxscorm/static/js/src/scormxblock.js
DUPTYPE_FIRST_OCCURRENCE 10111 5 8152 63 8717530 5 /openedx/staticfiles/js/vendor/pdfjs/locale/hy-AM/viewer.180edf9d3ea4.properties
DUPTYPE_WITHIN_SAME_TREE -10111 6 8152 63 1758661 5 /openedx/staticfiles/studio/js/vendor/pdfjs/locale/hy-AM/viewer.properties
DUPTYPE_WITHIN_SAME_TREE -10111 6 8152 63 1758842 5 /openedx/staticfiles/studio/js/vendor/pdfjs/locale/hy-AM/viewer.180edf9d3ea4.properties
DUPTYPE_WITHIN_SAME_TREE -10111 5 8152 63 8705654 5 /openedx/staticfiles/js/vendor/pdfjs/locale/hy-AM/viewer.properties
DUPTYPE_FIRST_OCCURRENCE 16139 8 8160 63 9095127 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/skins/studio-tmce4/fonts/icomoon-small.a5261a721e47.ttf
DUPTYPE_WITHIN_SAME_TREE -16139 8 8160 63 9092508 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/skins/studio-tmce4/fonts/icomoon-small.ttf
DUPTYPE_WITHIN_SAME_TREE -16139 9 8160 63 8971576 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/skins/studio-tmce4/fonts/icomoon-small.ttf
DUPTYPE_WITHIN_SAME_TREE -16139 9 8160 63 8973800 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/skins/studio-tmce4/fonts/icomoon-small.a5261a721e47.ttf
DUPTYPE_FIRST_OCCURRENCE 9541 5 8165 63 8717782 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/js/src/scrollspy.3a07d2a92251.js
DUPTYPE_WITHIN_SAME_TREE -9541 5 8165 63 8707105 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/js/src/scrollspy.js
DUPTYPE_FIRST_OCCURRENCE 2033 2 8192 63 6604067 5 /openedx/staticfiles/js/instructor_dashboard/extensions.667891b8ef5f.js
DUPTYPE_WITHIN_SAME_TREE -2033 2 8192 63 6603193 5 /openedx/staticfiles/js/instructor_dashboard/extensions.js
DUPTYPE_FIRST_OCCURRENCE 10123 5 8194 63 9095370 5 /openedx/staticfiles/js/vendor/pdfjs/locale/kk/viewer.94ce69ff8ac7.properties
DUPTYPE_WITHIN_SAME_TREE -10123 6 8194 63 1758670 5 /openedx/staticfiles/studio/js/vendor/pdfjs/locale/kk/viewer.properties
DUPTYPE_WITHIN_SAME_TREE -10123 6 8194 63 1758851 5 /openedx/staticfiles/studio/js/vendor/pdfjs/locale/kk/viewer.94ce69ff8ac7.properties
DUPTYPE_WITHIN_SAME_TREE -10123 5 8194 63 9091957 5 /openedx/staticfiles/js/vendor/pdfjs/locale/kk/viewer.properties
DUPTYPE_FIRST_OCCURRENCE 12621 6 8238 63 8716171 5 /openedx/staticfiles/js/bower/sinon/lib/sinon/util/fake_server.93629c580331.js
DUPTYPE_WITHIN_SAME_TREE -12621 10 8238 63 5420259 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/sinon/lib/sinon/util/fake_server.js
DUPTYPE_WITHIN_SAME_TREE -12621 7 8238 63 6603355 5 /openedx/staticfiles/studio/js/bower/sinon/lib/sinon/util/fake_server.js
DUPTYPE_WITHIN_SAME_TREE -12621 6 8238 63 8707622 5 /openedx/staticfiles/js/bower/sinon/lib/sinon/util/fake_server.js
DUPTYPE_WITHIN_SAME_TREE -12621 10 8238 63 5421745 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/sinon/lib/sinon/util/fake_server.93629c580331.js
DUPTYPE_WITHIN_SAME_TREE -12621 11 8238 63 5818916 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/sinon/lib/sinon/util/fake_server.93629c580331.js
DUPTYPE_WITHIN_SAME_TREE -12621 11 8238 63 5816247 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/sinon/lib/sinon/util/fake_server.js
DUPTYPE_WITHIN_SAME_TREE -12621 7 8238 63 6604169 5 /openedx/staticfiles/studio/js/bower/sinon/lib/sinon/util/fake_server.93629c580331.js
DUPTYPE_FIRST_OCCURRENCE 5269 3 8242 63 8719115 5 /openedx/staticfiles/paragon/src/asInput/index.5e8173bcdb89.jsx
DUPTYPE_WITHIN_SAME_TREE -5269 3 8242 63 8706801 5 /openedx/staticfiles/paragon/src/asInput/index.jsx
DUPTYPE_FIRST_OCCURRENCE 10215 5 8258 63 8717509 5 /openedx/staticfiles/js/vendor/pdfjs/locale/uk/viewer.b09c7e303dc4.properties
DUPTYPE_WITHIN_SAME_TREE -10215 5 8258 63 8705612 5 /openedx/staticfiles/js/vendor/pdfjs/locale/uk/viewer.properties
DUPTYPE_WITHIN_SAME_TREE -10215 6 8258 63 1758821 5 /openedx/staticfiles/studio/js/vendor/pdfjs/locale/uk/viewer.b09c7e303dc4.properties
DUPTYPE_WITHIN_SAME_TREE -10215 6 8258 63 1758640 5 /openedx/staticfiles/studio/js/vendor/pdfjs/locale/uk/viewer.properties
DUPTYPE_FIRST_OCCURRENCE 8741 4 8260 63 8711901 5 /openedx/staticfiles/studio/js/models/settings/course_details.998bf36bd8fe.js
DUPTYPE_WITHIN_SAME_TREE -8741 4 8260 63 8710003 5 /openedx/staticfiles/studio/js/models/settings/course_details.js
DUPTYPE_FIRST_OCCURRENCE 14819 7 8261 63 9095209 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/classes/ui/FlexLayout.8e48a71736b8.js
DUPTYPE_WITHIN_SAME_TREE -14819 8 8261 63 8973879 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/classes/ui/FlexLayout.8e48a71736b8.js
DUPTYPE_WITHIN_SAME_TREE -14819 7 8261 63 9093687 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/classes/ui/FlexLayout.js
DUPTYPE_WITHIN_SAME_TREE -14819 8 8261 63 8973163 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/classes/ui/FlexLayout.js
DUPTYPE_FIRST_OCCURRENCE 4919 3 8268 63 8718925 5 /openedx/staticfiles/js/student_account/views/FinishAuthView.13701f5d3cc2.js
DUPTYPE_WITHIN_SAME_TREE -4919 3 8268 63 8705880 5 /openedx/staticfiles/js/student_account/views/FinishAuthView.js
DUPTYPE_FIRST_OCCURRENCE 16147 8 8268 63 9095129 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/skins/studio-tmce4/fonts/icomoon.5883970cedfa.eot
DUPTYPE_WITHIN_SAME_TREE -16147 8 8268 63 9092510 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/skins/studio-tmce4/fonts/icomoon.eot
DUPTYPE_WITHIN_SAME_TREE -16147 9 8268 63 8971578 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/skins/studio-tmce4/fonts/icomoon.eot
DUPTYPE_WITHIN_SAME_TREE -16147 9 8268 63 8973802 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/skins/studio-tmce4/fonts/icomoon.5883970cedfa.eot
DUPTYPE_FIRST_OCCURRENCE 1119 1 8275 63 8719758 5 /openedx/staticfiles/js/jquery.treeview.08d90df9daf1.js
DUPTYPE_WITHIN_SAME_TREE -1119 1 8275 63 8705780 5 /openedx/staticfiles/js/jquery.treeview.js
DUPTYPE_FIRST_OCCURRENCE 14987 7 8302 63 9095183 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/plugins/spellchecker/plugin.min.529655e37132.js
DUPTYPE_WITHIN_SAME_TREE -14987 8 8302 63 8973853 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/plugins/spellchecker/plugin.min.529655e37132.js
DUPTYPE_WITHIN_SAME_TREE -14987 7 8302 63 9092490 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/plugins/spellchecker/plugin.min.js
DUPTYPE_WITHIN_SAME_TREE -14987 8 8302 63 8971563 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/plugins/spellchecker/plugin.min.js
DUPTYPE_FIRST_OCCURRENCE 10195 5 8311 63 8717515 5 /openedx/staticfiles/js/vendor/pdfjs/locale/sr/viewer.d60eb9f3ffcb.properties
DUPTYPE_WITHIN_SAME_TREE -10195 5 8311 63 8705624 5 /openedx/staticfiles/js/vendor/pdfjs/locale/sr/viewer.properties
DUPTYPE_WITHIN_SAME_TREE -10195 6 8311 63 1758646 5 /openedx/staticfiles/studio/js/vendor/pdfjs/locale/sr/viewer.properties
DUPTYPE_WITHIN_SAME_TREE -10195 6 8311 63 1758827 5 /openedx/staticfiles/studio/js/vendor/pdfjs/locale/sr/viewer.d60eb9f3ffcb.properties
DUPTYPE_FIRST_OCCURRENCE 1877 2 8316 63 2290203 5 /openedx/staticfiles/images/programs/sample-cert.8ab37bbd5a02.png
DUPTYPE_WITHIN_SAME_TREE -1877 2 8316 63 2289681 5 /openedx/staticfiles/images/programs/sample-cert.png
DUPTYPE_FIRST_OCCURRENCE 16137 8 8336 63 9095125 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/skins/studio-tmce4/fonts/icomoon-small.002c135180a7.woff
DUPTYPE_WITHIN_SAME_TREE -16137 9 8336 63 8971574 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/skins/studio-tmce4/fonts/icomoon-small.woff
DUPTYPE_WITHIN_SAME_TREE -16137 9 8336 63 8973798 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/skins/studio-tmce4/fonts/icomoon-small.002c135180a7.woff
DUPTYPE_WITHIN_SAME_TREE -16137 8 8336 63 9092506 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/skins/studio-tmce4/fonts/icomoon-small.woff
DUPTYPE_FIRST_OCCURRENCE 9505 5 8340 63 8717765 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/js/dist/popover.js.05ac09266d23.map
DUPTYPE_WITHIN_SAME_TREE -9505 5 8340 63 8707088 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/js/dist/popover.js.map
DUPTYPE_FIRST_OCCURRENCE 16138 8 8344 63 9095131 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/skins/studio-tmce4/fonts/icomoon-small.337b5512f9aa.eot
DUPTYPE_WITHIN_SAME_TREE -16138 9 8344 63 8973804 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/skins/studio-tmce4/fonts/icomoon-small.337b5512f9aa.eot
DUPTYPE_WITHIN_SAME_TREE -16138 9 8344 63 8971580 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/skins/studio-tmce4/fonts/icomoon-small.eot
DUPTYPE_WITHIN_SAME_TREE -16138 8 8344 63 9093642 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/skins/studio-tmce4/fonts/icomoon-small.eot
DUPTYPE_FIRST_OCCURRENCE 3565 2 8397 63 5422054 5 /openedx/staticfiles/templates/learner_dashboard/program_details_tab_view.ebf42dddb423.underscore
DUPTYPE_WITHIN_SAME_TREE -3565 2 8397 63 5419499 5 /openedx/staticfiles/templates/learner_dashboard/program_details_tab_view.underscore
DUPTYPE_FIRST_OCCURRENCE 16145 8 8400 63 9095133 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/skins/studio-tmce4/fonts/icomoon.070adab4c3a4.woff
DUPTYPE_WITHIN_SAME_TREE -16145 9 8400 63 8971582 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/skins/studio-tmce4/fonts/icomoon.woff
DUPTYPE_WITHIN_SAME_TREE -16145 9 8400 63 8973806 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/skins/studio-tmce4/fonts/icomoon.070adab4c3a4.woff
DUPTYPE_WITHIN_SAME_TREE -16145 8 8400 63 9093644 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/skins/studio-tmce4/fonts/icomoon.woff
DUPTYPE_FIRST_OCCURRENCE 4901 3 8424 63 8718915 5 /openedx/staticfiles/js/student_account/components/StudentAccountDeletionModal.9e96e2e42ded.jsx
DUPTYPE_WITHIN_SAME_TREE -4901 3 8424 63 8705870 5 /openedx/staticfiles/js/student_account/components/StudentAccountDeletionModal.jsx
DUPTYPE_FIRST_OCCURRENCE 9949 5 8430 63 8718041 5 /openedx/staticfiles/js/bower/sinon/lib/sinon/assert.4eb7c37585ec.js
DUPTYPE_WITHIN_SAME_TREE -9949 6 8430 63 6338381 5 /openedx/staticfiles/studio/js/bower/sinon/lib/sinon/assert.4eb7c37585ec.js
DUPTYPE_WITHIN_SAME_TREE -9949 5 8430 63 8707610 5 /openedx/staticfiles/js/bower/sinon/lib/sinon/assert.js
DUPTYPE_WITHIN_SAME_TREE -9949 10 8430 63 5558727 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/sinon/lib/sinon/assert.4eb7c37585ec.js
DUPTYPE_WITHIN_SAME_TREE -9949 6 8430 63 6338259 5 /openedx/staticfiles/studio/js/bower/sinon/lib/sinon/assert.js
DUPTYPE_WITHIN_SAME_TREE -9949 10 8430 63 5558606 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/sinon/lib/sinon/assert.js
DUPTYPE_WITHIN_SAME_TREE -9949 9 8430 63 5421759 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/sinon/lib/sinon/assert.4eb7c37585ec.js
DUPTYPE_WITHIN_SAME_TREE -9949 9 8430 63 5420247 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/sinon/lib/sinon/assert.js
DUPTYPE_FIRST_OCCURRENCE 4669 3 8435 63 8719005 5 /openedx/staticfiles/js/i18n/es-mx/djangojs.bcfc5cb451aa.js
DUPTYPE_WITHIN_SAME_TREE -4669 4 8435 63 8712002 5 /openedx/staticfiles/studio/js/i18n/es-mx/djangojs.bcfc5cb451aa.js
DUPTYPE_WITHIN_SAME_TREE -4669 3 8435 63 8705979 5 /openedx/staticfiles/js/i18n/es-mx/djangojs.js
DUPTYPE_WITHIN_SAME_TREE -4669 4 8435 63 8710278 5 /openedx/staticfiles/studio/js/i18n/es-mx/djangojs.js
DUPTYPE_FIRST_OCCURRENCE 1475 2 8466 63 5818860 5 /openedx/staticfiles/admin/js/calendar.f8a5d055eb33.js
DUPTYPE_WITHIN_SAME_TREE -1475 2 8466 63 5815540 5 /openedx/staticfiles/admin/js/calendar.js
DUPTYPE_WITHIN_SAME_TREE -1475 3 8466 63 8710335 5 /openedx/staticfiles/studio/admin/js/calendar.js
DUPTYPE_WITHIN_SAME_TREE -1475 3 8466 63 8712326 5 /openedx/staticfiles/studio/admin/js/calendar.f8a5d055eb33.js
DUPTYPE_FIRST_OCCURRENCE 3669 2 8486 63 6603945 5 /openedx/staticfiles/templates/student_account/form_field.f53321ef4ff5.underscore
DUPTYPE_WITHIN_SAME_TREE -3669 2 8486 63 6602580 5 /openedx/staticfiles/templates/student_account/form_field.underscore
DUPTYPE_FIRST_OCCURRENCE 5053 3 8487 63 9095516 5 /openedx/staticfiles/js/vendor/timepicker/datepair.5021b5215bce.js
DUPTYPE_WITHIN_SAME_TREE -5053 4 8487 63 6468373 5 /openedx/staticfiles/studio/js/vendor/timepicker/datepair.5021b5215bce.js
DUPTYPE_WITHIN_SAME_TREE -5053 3 8487 63 9093762 5 /openedx/staticfiles/js/vendor/timepicker/datepair.js
DUPTYPE_WITHIN_SAME_TREE -5053 4 8487 63 6466269 5 /openedx/staticfiles/studio/js/vendor/timepicker/datepair.js
DUPTYPE_FIRST_OCCURRENCE 6641 3 8490 63 5421940 5 /openedx/staticfiles/xmodule/modules/js/001-e45ae357eab0e4e2784fa6d04d4e16c1.e45ae357eab0.js
DUPTYPE_WITHIN_SAME_TREE -6641 4 8490 63 5816204 5 /openedx/staticfiles/studio/xmodule/modules/js/001-e45ae357eab0e4e2784fa6d04d4e16c1.js
DUPTYPE_WITHIN_SAME_TREE -6641 4 8490 63 5818932 5 /openedx/staticfiles/studio/xmodule/modules/js/001-e45ae357eab0e4e2784fa6d04d4e16c1.e45ae357eab0.js
DUPTYPE_WITHIN_SAME_TREE -6641 3 8490 63 5419239 5 /openedx/staticfiles/xmodule/modules/js/001-e45ae357eab0e4e2784fa6d04d4e16c1.js
DUPTYPE_FIRST_OCCURRENCE 16089 8 8493 63 9095123 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/plugins/spellchecker/classes/Plugin.034df19897c4.js
DUPTYPE_WITHIN_SAME_TREE -16089 8 8493 63 9092494 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/plugins/spellchecker/classes/Plugin.js
DUPTYPE_WITHIN_SAME_TREE -16089 9 8493 63 8971566 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/plugins/spellchecker/classes/Plugin.js
DUPTYPE_WITHIN_SAME_TREE -16089 9 8493 63 8973796 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/plugins/spellchecker/classes/Plugin.034df19897c4.js
DUPTYPE_FIRST_OCCURRENCE 16257 8 8495 63 9095140 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/src/Responsive/index.jsx.3654ea6c7fe7.html
DUPTYPE_WITHIN_SAME_TREE -16257 8 8495 63 9094069 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/src/Responsive/index.jsx.html
DUPTYPE_FIRST_OCCURRENCE 4613 3 8495 63 6603897 5 /openedx/staticfiles/js/groups/views/cohort_form.90d7ced01066.js
DUPTYPE_WITHIN_SAME_TREE -4613 3 8495 63 6603278 5 /openedx/staticfiles/js/groups/views/cohort_form.js
DUPTYPE_FIRST_OCCURRENCE 16025 8 8495 63 8715753 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/coverage/lcov-report/src/Responsive/index.jsx.1de317625a5d.html
DUPTYPE_WITHIN_SAME_TREE -16025 8 8495 63 8706252 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/coverage/lcov-report/src/Responsive/index.jsx.html
DUPTYPE_FIRST_OCCURRENCE 4475 3 8509 63 9095592 5 /openedx/staticfiles/js/capa/src/formula_equation_preview.b038868b7a98.js
DUPTYPE_WITHIN_SAME_TREE -4475 4 8509 63 8711868 5 /openedx/staticfiles/studio/js/capa/src/formula_equation_preview.b038868b7a98.js
DUPTYPE_WITHIN_SAME_TREE -4475 3 8509 63 9094001 5 /openedx/staticfiles/js/capa/src/formula_equation_preview.js
